gender,occupation,city_category,stay_years,marital_status,purchase_amount,quantity,age_group,product_category,payment_method
M,4,B,1,1,43.2,4,0-17,Eletronicos,Cartao_Debito
F,12,A,4,0,358.66,4,36-45,Eletronicos,Boleto
F,12,C,3,0,109.52,2,36-45,Alimentos,Cartao_Debito
M,14,C,3,1,96.9,2,46-50,Alimentos,Dinheiro
F,3,B,2,1,183.79,4,0-17,Alimentos,Dinheiro
M,18,A,2,1,359.58,2,51-55,Eletronicos,Cartao_Credito
M,9,A,4,1,165.26,4,36-45,Beleza,Cartao_Debito
M,19,B,4,0,134.91,2,51-55,Alimentos,Cartao_Debito
M,5,C,3,0,212.09,4,18-25,Beleza,Cartao_Credito
M,13,A,3,1,224.78,4,46-50,Beleza,Dinheiro
F,17,C,1,0,193.73,2,46-50,Roupas,PIX
F,10,C,4,0,460.47,2,26-35,Roupas,Cartao_Credito
F,16,A,3,1,58.54,1,46-50,Alimentos,Boleto
F,4,B,2,1,368.37,5,18-25,Brinquedos,Cartao_Credito
M,11,B,1,0,437.78,4,46-50,Eletronicos,Dinheiro
M,3,B,4,0,21.79,4,18-25,Alimentos,PIX
F,17,C,2,1,169.92,3,51-55,Beleza,Cartao_Credito
M,7,B,0,0,206.45,4,26-35,Casa,Cartao_Debito
M,8,B,4,0,231.12,2,26-35,Alimentos,Dinheiro
F,12,A,2,0,278.19,4,46-50,Eletronicos,Dinheiro
M,8,A,3,0,34.45,3,26-35,Eletronicos,Dinheiro
M,11,A,3,0,254.22,3,36-45,Eletronicos,Dinheiro
M,12,B,1,0,65.83,4,26-35,Eletronicos,Dinheiro
M,3,C,2,0,239.48,1,18-25,Alimentos,Dinheiro
F,18,B,4,0,467.95,3,55+,Esportes,Dinheiro
F,16,C,1,0,617.96,4,51-55,Brinquedos,Dinheiro
F,13,A,0,1,215.25,4,36-45,Eletronicos,PIX
F,12,C,4,1,32.32,3,51-55,Beleza,Dinheiro
F,3,A,3,0,243.04,1,18-25,Roupas,PIX
M,4,A,2,1,410.56,1,18-25,Eletronicos,Cartao_Debito
F,20,B,4,1,40.28,4,51-55,Roupas,PIX
M,6,C,1,0,234.95,2,26-35,Casa,Boleto
M,3,B,0,1,158.44,2,26-35,Eletronicos,Boleto
M,19,A,4,0,545.02,5,0-17,Casa,PIX
F,19,C,3,1,177.27,5,46-50,Beleza,Boleto
M,9,B,0,1,334.84,2,26-35,Eletronicos,Cartao_Credito
F,11,A,3,0,232.29,2,36-45,Beleza,Boleto
F,2,A,4,0,331.31,2,18-25,Eletronicos,Boleto
F,19,B,1,1,206.47,4,51-55,Brinquedos,Dinheiro
F,4,A,3,1,92.89,2,26-35,Alimentos,Cartao_Debito
M,14,B,3,1,314.98,4,46-50,Casa,Cartao_Credito
M,9,B,0,0,72.47,2,26-35,Brinquedos,Dinheiro
M,18,C,3,1,48.02,1,51-55,Beleza,Dinheiro
F,4,B,0,1,476.74,5,0-17,Eletronicos,Cartao_Debito
M,5,B,3,1,686.31,5,0-17,Esportes,Cartao_Credito
M,2,B,0,1,365.87,2,26-35,Eletronicos,Dinheiro
M,6,B,2,1,520.92,1,18-25,Esportes,Cartao_Credito
M,17,C,3,1,280.53,1,46-50,Alimentos,Dinheiro
M,5,A,4,1,274.67,5,55+,Brinquedos,Cartao_Credito
M,18,B,0,1,71.16,4,51-55,Eletronicos,PIX
F,16,A,1,1,40.47,1,51-55,Eletronicos,Cartao_Debito
F,18,B,3,0,161.14,2,55+,Roupas,PIX
M,4,B,3,0,203.86,3,0-17,Brinquedos,PIX
M,0,A,1,1,369.15,5,18-25,Eletronicos,Cartao_Debito
F,13,A,3,1,57.25,5,46-50,Beleza,PIX
M,9,B,0,0,489.13,1,46-50,Beleza,Boleto
F,1,B,1,0,58.31,1,18-25,Beleza,Cartao_Debito
F,0,A,1,1,450.19,1,0-17,Eletronicos,PIX
F,20,B,0,0,111.28,4,55+,Beleza,PIX
F,14,B,4,0,493.45,5,46-50,Brinquedos,Cartao_Credito
M,0,C,2,0,253.08,3,0-17,Roupas,PIX
F,18,B,4,0,400.24,3,51-55,Brinquedos,Cartao_Credito
F,7,B,0,1,185.24,5,36-45,Roupas,PIX
F,1,A,2,1,187.6,4,18-25,Beleza,PIX
M,7,B,2,0,178.78,2,36-45,Beleza,Dinheiro
F,3,A,2,1,383.38,4,0-17,Esportes,Dinheiro
M,17,B,4,0,121.39,5,55+,Alimentos,Boleto
F,14,C,4,0,128.12,4,26-35,Brinquedos,Dinheiro
F,4,B,1,1,800.0,3,26-35,Brinquedos,Cartao_Credito
M,16,B,3,1,99.92,1,36-45,Alimentos,PIX
F,2,A,1,1,622.38,1,18-25,Eletronicos,Boleto
F,3,A,0,0,292.12,5,0-17,Brinquedos,Cartao_Debito
M,9,B,3,0,97.0,1,18-25,Alimentos,Cartao_Debito
M,3,A,4,0,105.95,3,18-25,Casa,Dinheiro
F,20,B,3,0,222.88,5,18-25,Roupas,Cartao_Debito
M,18,C,4,0,132.86,1,51-55,Esportes,Dinheiro
F,2,A,1,1,32.75,5,0-17,Beleza,PIX
F,17,C,2,1,177.88,3,46-50,Beleza,Dinheiro
M,19,C,4,0,332.37,1,55+,Eletronicos,Cartao_Credito
M,5,A,1,0,208.04,4,26-35,Eletronicos,PIX
F,18,A,4,0,266.62,5,55+,Eletronicos,Cartao_Debito
F,18,A,2,1,174.16,1,46-50,Esportes,Cartao_Debito
F,19,A,0,1,164.28,5,55+,Roupas,Cartao_Credito
F,5,B,2,0,116.07,1,26-35,Alimentos,Dinheiro
F,1,B,2,1,411.24,4,36-45,Casa,Boleto
F,14,B,0,0,145.91,3,36-45,Beleza,Boleto
F,14,C,0,1,278.02,1,46-50,Eletronicos,PIX
M,0,B,4,0,123.02,4,0-17,Roupas,PIX
F,11,B,1,0,324.21,5,51-55,Beleza,Dinheiro
F,11,C,1,0,122.62,4,36-45,Roupas,PIX
F,12,C,3,1,208.78,2,46-50,Alimentos,Cartao_Credito
F,13,B,3,0,518.6,3,26-35,Eletronicos,Boleto
M,5,B,4,1,87.01,1,26-35,Esportes,Dinheiro
F,11,C,4,0,68.53,3,18-25,Beleza,Dinheiro
M,19,A,4,1,72.09,4,55+,Brinquedos,Dinheiro
F,0,B,3,0,369.32,4,0-17,Casa,Boleto
F,12,A,4,1,331.71,3,46-50,Eletronicos,Boleto
M,2,C,4,1,351.02,4,55+,Eletronicos,Cartao_Credito
F,12,B,3,1,353.43,1,36-45,Eletronicos,Cartao_Credito
F,18,C,1,0,281.54,2,55+,Beleza,Boleto
M,12,A,2,1,163.49,3,0-17,Alimentos,Boleto
F,5,B,1,1,443.46,2,26-35,Roupas,Cartao_Debito
M,8,B,0,0,177.01,5,26-35,Beleza,PIX
F,10,A,4,0,231.29,3,26-35,Beleza,Cartao_Credito
F,13,A,3,0,63.08,5,55+,Beleza,Cartao_Debito
F,3,B,2,0,73.26,5,18-25,Beleza,PIX
M,17,B,1,1,216.13,1,51-55,Roupas,Cartao_Debito
F,19,A,0,1,350.76,3,51-55,Eletronicos,Dinheiro
F,16,B,2,0,850.63,5,51-55,Beleza,Boleto
M,20,B,4,0,332.41,4,18-25,Esportes,PIX
F,2,A,1,1,49.81,2,46-50,Beleza,PIX
M,4,B,3,0,326.64,4,0-17,Esportes,Dinheiro
F,11,B,1,0,117.29,2,46-50,Roupas,Cartao_Debito
M,17,C,2,0,698.61,5,55+,Eletronicos,Boleto
F,10,A,2,1,197.11,2,36-45,Beleza,PIX
M,19,A,3,1,354.13,2,55+,Esportes,Boleto
F,15,B,1,1,178.88,4,18-25,Beleza,PIX
F,19,B,3,1,78.33,2,51-55,Beleza,Cartao_Debito
M,1,A,4,0,200.18,4,0-17,Casa,Dinheiro
F,3,B,2,0,383.17,3,26-35,Esportes,Cartao_Debito
F,12,C,3,0,58.98,4,46-50,Brinquedos,PIX
M,12,C,3,0,95.63,1,55+,Eletronicos,PIX
M,0,A,1,0,326.09,3,0-17,Esportes,Cartao_Debito
F,17,C,1,1,238.76,5,51-55,Alimentos,Dinheiro
M,8,C,2,0,240.39,1,55+,Roupas,PIX
F,20,B,3,1,188.11,5,51-55,Alimentos,Boleto
F,8,A,1,1,168.69,1,46-50,Roupas,Boleto
F,0,A,0,1,101.68,5,26-35,Brinquedos,Dinheiro
F,19,C,2,1,382.01,2,51-55,Esportes,Dinheiro
F,2,A,2,0,46.92,2,18-25,Beleza,Dinheiro
F,3,B,0,1,159.25,4,18-25,Roupas,Boleto
F,13,A,3,1,207.23,5,26-35,Casa,Dinheiro
F,3,A,0,0,124.77,3,26-35,Beleza,Cartao_Debito
F,1,B,3,1,139.95,2,0-17,Brinquedos,PIX
M,6,B,0,1,352.41,1,26-35,Esportes,Boleto
M,14,A,0,0,166.17,4,46-50,Beleza,Cartao_Debito
M,8,C,1,0,224.41,4,26-35,Eletronicos,Cartao_Debito
M,13,A,0,0,588.48,4,26-35,Eletronicos,Cartao_Credito
M,2,C,1,1,119.73,2,0-17,Alimentos,PIX
F,11,B,4,1,483.01,2,46-50,Eletronicos,PIX
M,17,A,2,1,316.76,2,46-50,Eletronicos,Boleto
M,4,B,3,1,213.71,4,26-35,Alimentos,Cartao_Debito
F,13,A,1,0,90.28,5,46-50,Eletronicos,Dinheiro
M,19,B,3,0,99.74,2,46-50,Alimentos,PIX
M,20,B,2,0,168.67,4,55+,Alimentos,Cartao_Debito
F,8,C,4,1,121.42,5,26-35,Esportes,Dinheiro
M,13,B,4,0,182.42,5,46-50,Alimentos,Dinheiro
M,7,C,0,0,43.77,5,26-35,Brinquedos,Cartao_Debito
M,0,C,1,0,152.76,3,0-17,Beleza,PIX
F,19,A,2,0,311.79,1,51-55,Eletronicos,Boleto
F,14,B,0,0,279.86,3,51-55,Esportes,Dinheiro
M,5,B,3,1,218.21,2,18-25,Esportes,Cartao_Debito
F,18,B,1,1,238.23,5,51-55,Alimentos,Dinheiro
F,10,B,3,0,260.36,2,36-45,Beleza,PIX
F,1,A,4,1,333.03,5,36-45,Eletronicos,Cartao_Credito
F,3,A,4,0,274.33,4,26-35,Casa,Dinheiro
F,14,C,4,0,175.82,1,18-25,Beleza,Dinheiro
M,14,B,2,1,216.74,3,51-55,Beleza,PIX
M,14,A,0,0,482.75,3,46-50,Eletronicos,Cartao_Credito
F,16,B,1,0,160.72,1,51-55,Beleza,PIX
F,16,A,0,1,236.94,1,36-45,Beleza,Dinheiro
M,20,B,0,1,189.37,1,51-55,Beleza,PIX
F,6,A,3,1,212.49,3,36-45,Esportes,PIX
F,3,A,2,0,82.23,5,18-25,Roupas,PIX
M,18,B,0,1,144.77,1,51-55,Alimentos,Cartao_Debito
F,4,B,1,1,383.51,3,18-25,Eletronicos,Dinheiro
M,5,B,1,0,138.89,3,26-35,Alimentos,PIX
M,7,B,4,1,29.82,2,26-35,Roupas,Boleto
M,8,B,4,1,152.98,5,36-45,Eletronicos,Cartao_Credito
M,14,A,3,1,327.52,3,46-50,Eletronicos,Cartao_Credito
M,9,C,4,0,126.88,2,26-35,Eletronicos,Cartao_Debito
M,13,C,1,1,159.27,4,51-55,Casa,Boleto
M,14,A,4,0,176.49,5,46-50,Eletronicos,Dinheiro
M,3,A,2,0,69.33,4,26-35,Esportes,Dinheiro
M,11,A,2,1,668.06,3,46-50,Eletronicos,Cartao_Credito
M,6,B,3,0,246.36,5,26-35,Beleza,Cartao_Credito
F,4,A,1,0,211.54,1,18-25,Beleza,PIX
M,9,A,0,0,361.58,1,18-25,Eletronicos,Cartao_Credito
M,19,A,1,1,83.74,2,51-55,Alimentos,PIX
M,11,C,2,0,81.05,1,36-45,Alimentos,Dinheiro
F,17,A,2,0,477.81,4,55+,Roupas,Dinheiro
M,14,C,0,1,137.42,1,46-50,Eletronicos,Cartao_Debito
M,11,C,2,1,395.08,2,36-45,Esportes,Boleto
M,18,C,1,0,138.14,1,55+,Alimentos,Dinheiro
F,16,C,0,1,150.22,1,46-50,Beleza,Dinheiro
M,4,A,0,0,401.62,4,18-25,Alimentos,Cartao_Credito
M,5,B,2,1,55.51,5,36-45,Casa,Boleto
M,17,C,4,1,170.93,5,51-55,Casa,Dinheiro
F,3,C,4,0,269.95,3,18-25,Brinquedos,PIX
F,16,B,2,1,329.37,4,51-55,Casa,Dinheiro
F,5,C,1,1,207.15,2,36-45,Beleza,Dinheiro
F,9,A,2,0,811.48,1,36-45,Eletronicos,Cartao_Credito
F,5,A,3,0,159.54,1,26-35,Beleza,PIX
F,17,A,1,0,300.16,3,51-55,Beleza,Cartao_Credito
M,10,C,3,0,487.1,1,36-45,Alimentos,Cartao_Credito
M,10,A,1,0,445.86,5,26-35,Eletronicos,Boleto
M,9,B,0,1,441.43,1,46-50,Eletronicos,Cartao_Debito
F,20,B,2,1,161.23,1,55+,Alimentos,PIX
F,4,C,3,0,182.72,3,26-35,Beleza,PIX
F,6,B,4,0,263.81,2,26-35,Eletronicos,Dinheiro
F,18,B,0,0,88.61,5,51-55,Brinquedos,Dinheiro
M,4,B,1,0,203.66,1,26-35,Beleza,Dinheiro
M,2,C,3,1,206.86,3,18-25,Alimentos,Boleto
F,13,C,3,0,474.33,4,51-55,Roupas,Boleto
M,2,C,0,0,70.21,5,0-17,Beleza,Dinheiro
M,19,A,3,1,219.71,4,36-45,Beleza,Dinheiro
M,16,B,1,0,351.89,4,46-50,Esportes,Cartao_Credito
F,0,C,4,0,513.13,1,0-17,Beleza,PIX
M,11,B,2,0,62.47,4,36-45,Beleza,Dinheiro
F,20,B,4,0,186.06,5,55+,Beleza,Dinheiro
M,2,C,4,1,101.5,5,26-35,Beleza,PIX
F,5,B,3,0,54.86,5,18-25,Alimentos,PIX
M,3,A,1,0,55.19,1,0-17,Eletronicos,Cartao_Debito
M,2,B,4,0,297.17,2,18-25,Esportes,Cartao_Debito
M,1,A,3,0,380.24,1,0-17,Esportes,Cartao_Credito
M,4,B,3,0,194.05,4,26-35,Beleza,PIX
F,14,C,1,1,433.08,2,46-50,Eletronicos,Cartao_Debito
F,2,B,4,0,341.08,1,0-17,Esportes,Cartao_Debito
M,16,A,1,1,79.35,3,51-55,Alimentos,Dinheiro
F,18,B,1,0,42.51,5,55+,Beleza,Boleto
M,19,A,2,0,122.59,1,51-55,Casa,Cartao_Credito
M,3,A,3,0,178.17,4,36-45,Esportes,PIX
M,20,B,4,1,97.79,1,55+,Beleza,PIX
M,7,B,0,0,255.48,5,26-35,Casa,PIX
M,11,C,2,1,44.53,1,46-50,Alimentos,Cartao_Debito
F,2,A,0,1,288.29,1,26-35,Eletronicos,Boleto
F,18,A,3,1,359.11,1,46-50,Roupas,Cartao_Credito
M,4,A,1,0,387.19,2,0-17,Eletronicos,Cartao_Debito
M,5,B,4,0,170.61,5,36-45,Alimentos,Cartao_Debito
M,3,C,4,0,525.12,3,0-17,Casa,Cartao_Debito
M,2,B,3,0,347.25,3,18-25,Esportes,Cartao_Credito
F,19,C,3,0,68.25,3,51-55,Casa,Dinheiro
M,9,C,2,0,323.17,3,26-35,Eletronicos,Boleto
F,20,B,3,1,322.47,3,36-45,Esportes,PIX
M,13,A,0,1,127.56,5,0-17,Brinquedos,PIX
F,10,C,2,0,255.32,4,36-45,Esportes,Cartao_Credito
F,17,C,4,1,311.72,3,51-55,Esportes,Cartao_Debito
M,9,B,3,1,145.81,2,36-45,Esportes,PIX
M,18,B,1,1,213.87,1,51-55,Alimentos,Dinheiro
M,13,C,2,0,65.78,5,46-50,Brinquedos,Boleto
M,9,C,2,1,302.17,5,46-50,Brinquedos,Cartao_Credito
M,0,B,2,0,117.47,4,18-25,Roupas,PIX
M,13,C,1,1,298.59,1,46-50,Esportes,Cartao_Debito
F,12,C,0,0,88.94,1,36-45,Roupas,Cartao_Debito
M,4,B,0,0,157.25,3,26-35,Alimentos,PIX
M,10,C,2,0,737.32,3,55+,Roupas,Boleto
F,4,A,3,1,41.92,1,36-45,Beleza,Cartao_Debito
M,5,C,1,0,244.84,5,36-45,Beleza,Dinheiro
M,18,B,1,1,123.88,1,55+,Esportes,PIX
F,9,C,0,1,165.75,4,36-45,Beleza,PIX
F,17,A,4,1,248.95,2,51-55,Beleza,Cartao_Debito
F,2,A,2,1,281.49,5,46-50,Esportes,Dinheiro
M,17,C,0,0,324.78,5,46-50,Casa,Dinheiro
M,0,B,3,0,236.85,3,0-17,Alimentos,PIX
M,0,A,4,0,133.01,2,0-17,Eletronicos,PIX
M,20,B,2,1,180.47,2,51-55,Roupas,Dinheiro
M,19,A,0,1,58.12,3,51-55,Alimentos,Cartao_Debito
F,15,B,4,0,272.07,2,46-50,Esportes,Cartao_Debito
M,17,B,2,1,261.89,3,46-50,Esportes,Cartao_Debito
M,10,A,2,1,128.1,4,26-35,Alimentos,Cartao_Debito
M,7,C,0,0,124.23,4,0-17,Casa,PIX
M,10,C,4,0,339.26,1,26-35,Eletronicos,Cartao_Credito
M,12,B,0,0,407.05,1,36-45,Eletronicos,Cartao_Debito
M,6,A,2,0,165.08,2,26-35,Beleza,Boleto
M,19,B,4,0,193.88,3,46-50,Alimentos,Cartao_Credito
M,18,B,3,1,437.89,1,55+,Alimentos,Cartao_Credito
M,16,C,1,1,245.6,3,51-55,Alimentos,Dinheiro
M,15,C,2,0,136.99,3,46-50,Alimentos,Cartao_Credito
F,9,A,0,1,67.49,2,36-45,Casa,Boleto
M,5,C,4,1,279.53,4,26-35,Eletronicos,Cartao_Debito
F,2,C,2,1,155.6,5,18-25,Roupas,Dinheiro
F,20,B,3,0,102.04,5,26-35,Brinquedos,PIX
M,6,A,2,0,98.44,1,26-35,Esportes,Dinheiro
M,20,B,3,1,136.77,2,36-45,Brinquedos,Cartao_Credito
F,3,A,3,0,261.45,5,26-35,Brinquedos,PIX
F,2,A,0,0,408.84,4,26-35,Brinquedos,Cartao_Debito
F,14,C,4,1,340.95,1,36-45,Eletronicos,Dinheiro
F,10,B,4,0,145.85,3,18-25,Esportes,Cartao_Debito
F,2,B,1,1,387.41,5,46-50,Roupas,Boleto
M,7,B,2,1,341.85,5,36-45,Eletronicos,Cartao_Credito
M,20,A,1,0,242.7,4,26-35,Beleza,Cartao_Debito
M,5,C,3,0,388.13,5,26-35,Esportes,Cartao_Credito
M,7,C,0,0,176.44,1,36-45,Alimentos,Dinheiro
M,2,A,4,0,38.26,2,18-25,Beleza,Cartao_Debito
M,13,A,0,0,537.6,5,26-35,Brinquedos,Boleto
F,2,B,0,1,269.19,1,26-35,Eletronicos,Dinheiro
M,14,A,4,0,195.69,4,51-55,Casa,PIX
M,12,B,1,0,116.43,1,36-45,Roupas,Dinheiro
M,7,C,4,0,31.45,3,26-35,Alimentos,Dinheiro
M,1,A,2,1,646.62,3,0-17,Brinquedos,Cartao_Credito
M,20,C,1,0,486.54,4,55+,Esportes,Boleto
F,5,A,3,1,697.66,1,51-55,Beleza,Boleto
F,0,B,4,0,333.87,2,0-17,Eletronicos,Cartao_Credito
F,20,C,1,0,445.7,1,55+,Casa,Boleto
M,19,C,2,1,272.76,1,46-50,Brinquedos,Cartao_Debito
M,5,B,1,1,215.78,5,26-35,Brinquedos,Cartao_Debito
M,6,C,2,1,378.34,2,46-50,Alimentos,Boleto
F,7,C,3,0,395.85,3,26-35,Eletronicos,Dinheiro
F,15,C,1,1,89.86,1,51-55,Alimentos,Dinheiro
M,1,B,2,0,75.11,2,0-17,Eletronicos,Dinheiro
M,18,A,4,0,371.73,5,55+,Alimentos,Cartao_Credito
M,12,C,1,1,132.68,5,36-45,Beleza,Dinheiro
M,0,A,4,1,114.62,4,0-17,Eletronicos,PIX
F,7,A,0,0,335.21,3,26-35,Eletronicos,Boleto
M,14,B,3,0,372.5,2,55+,Eletronicos,Dinheiro
F,19,C,0,1,254.65,2,46-50,Beleza,Dinheiro
F,15,B,1,1,154.06,3,46-50,Beleza,Dinheiro
F,0,B,1,0,88.19,3,18-25,Alimentos,PIX
F,20,A,0,0,387.6,1,51-55,Roupas,Boleto
F,17,C,3,0,74.61,4,55+,Brinquedos,Dinheiro
M,6,A,1,1,95.67,1,18-25,Esportes,PIX
F,15,A,2,1,406.87,2,51-55,Eletronicos,Cartao_Debito
M,3,A,2,0,334.07,5,0-17,Esportes,PIX
F,14,C,2,1,329.37,1,26-35,Eletronicos,Dinheiro
M,2,B,1,0,328.28,1,18-25,Eletronicos,Cartao_Credito
M,20,B,4,1,170.53,4,46-50,Roupas,PIX
F,6,B,3,1,259.32,1,55+,Beleza,PIX
F,18,A,3,1,120.18,3,51-55,Alimentos,Dinheiro
M,3,B,4,1,308.14,4,18-25,Esportes,Cartao_Debito
M,2,B,3,0,229.02,2,55+,Beleza,Cartao_Debito
F,17,B,3,1,473.32,3,51-55,Beleza,Boleto
M,4,B,4,0,168.98,4,55+,Casa,Dinheiro
F,7,A,1,1,142.55,4,36-45,Beleza,Dinheiro
F,0,C,2,0,341.44,1,36-45,Roupas,Boleto
F,9,B,2,1,77.27,1,36-45,Alimentos,Boleto
M,5,B,2,1,120.93,1,26-35,Alimentos,Dinheiro
M,4,A,4,0,250.67,5,0-17,Eletronicos,Dinheiro
M,2,B,1,0,174.99,1,18-25,Roupas,Cartao_Credito
F,9,B,2,1,209.55,4,36-45,Casa,PIX
M,14,B,4,1,183.48,2,46-50,Esportes,Dinheiro
F,0,B,2,1,581.35,1,0-17,Eletronicos,Cartao_Credito
M,18,B,0,0,80.36,3,51-55,Brinquedos,PIX
M,1,A,2,1,101.62,2,26-35,Brinquedos,PIX
M,16,B,4,1,235.07,5,46-50,Casa,Dinheiro
M,5,B,3,1,213.1,5,26-35,Alimentos,Dinheiro
F,8,C,2,1,292.5,3,36-45,Brinquedos,PIX
F,8,B,1,1,311.94,1,26-35,Roupas,Cartao_Credito
F,13,B,3,1,925.98,3,46-50,Esportes,Cartao_Credito
F,5,B,0,0,323.78,4,0-17,Brinquedos,Cartao_Debito
M,20,A,0,0,136.81,5,46-50,Beleza,Dinheiro
F,10,A,2,1,244.15,1,51-55,Roupas,PIX
F,12,B,2,0,257.53,3,36-45,Beleza,Cartao_Debito
M,19,B,4,1,99.75,2,55+,Eletronicos,Dinheiro
M,8,C,1,1,233.92,3,0-17,Alimentos,PIX
M,3,C,4,1,256.74,5,26-35,Eletronicos,Cartao_Debito
F,6,A,3,1,63.47,3,26-35,Beleza,PIX
M,5,C,3,0,146.13,5,26-35,Brinquedos,Boleto
M,0,A,3,1,220.74,1,18-25,Alimentos,PIX
F,0,B,0,0,224.7,1,0-17,Alimentos,PIX
M,11,B,1,1,258.45,4,26-35,Casa,Cartao_Debito
M,11,B,4,0,174.36,2,46-50,Alimentos,Boleto
M,20,C,1,0,162.88,5,55+,Beleza,Dinheiro
F,15,B,4,0,80.33,1,46-50,Alimentos,PIX
M,6,B,4,0,163.84,4,26-35,Eletronicos,Dinheiro
F,0,B,0,0,286.64,5,0-17,Eletronicos,PIX
M,14,B,4,1,340.62,4,51-55,Brinquedos,Boleto
F,12,B,1,0,67.37,3,36-45,Roupas,Dinheiro
F,13,C,1,0,66.38,5,36-45,Alimentos,Dinheiro
F,14,C,3,0,124.81,5,51-55,Alimentos,Dinheiro
M,12,C,0,0,490.91,3,36-45,Eletronicos,Cartao_Credito
M,15,A,0,1,85.95,5,36-45,Alimentos,PIX
M,10,A,1,0,455.4,1,26-35,Eletronicos,Cartao_Credito
F,2,B,2,1,297.46,3,18-25,Casa,PIX
M,6,B,4,0,291.21,1,18-25,Eletronicos,Dinheiro
M,2,B,3,1,706.58,3,26-35,Eletronicos,Cartao_Debito
M,19,B,3,1,131.19,3,51-55,Eletronicos,Dinheiro
M,17,A,0,1,149.51,2,51-55,Alimentos,Dinheiro
F,0,C,4,0,546.56,5,0-17,Beleza,Boleto
M,13,C,1,0,150.03,3,36-45,Alimentos,Dinheiro
M,6,A,2,1,156.23,3,26-35,Eletronicos,Boleto
F,10,B,1,1,316.77,1,36-45,Brinquedos,PIX
F,0,A,4,0,175.99,1,0-17,Alimentos,PIX
M,12,B,3,1,473.72,1,46-50,Esportes,Cartao_Credito
M,0,A,0,0,411.82,5,18-25,Esportes,Cartao_Credito
M,17,B,4,1,529.31,1,51-55,Alimentos,Cartao_Credito
F,2,B,2,1,39.32,4,0-17,Beleza,PIX
M,3,C,4,1,275.68,1,0-17,Esportes,PIX
M,3,A,2,0,926.71,3,18-25,Esportes,Cartao_Credito
M,9,B,4,1,909.27,2,46-50,Eletronicos,PIX
M,6,A,2,1,230.89,5,36-45,Brinquedos,Cartao_Debito
F,0,A,2,0,224.42,1,36-45,Alimentos,PIX
M,6,C,4,0,654.23,5,26-35,Eletronicos,Cartao_Credito
M,18,B,0,0,495.07,5,46-50,Brinquedos,Cartao_Credito
M,10,A,1,1,465.53,5,36-45,Eletronicos,Cartao_Credito
F,10,C,3,0,259.77,1,18-25,Eletronicos,Cartao_Debito
M,2,B,1,1,220.51,2,36-45,Eletronicos,PIX
M,0,B,4,1,758.7,1,0-17,Eletronicos,Cartao_Credito
M,17,C,1,1,57.28,4,51-55,Alimentos,Dinheiro
M,6,A,0,0,611.57,4,26-35,Brinquedos,Cartao_Credito
M,3,B,3,1,390.78,3,18-25,Esportes,Dinheiro
F,17,B,0,1,146.41,2,51-55,Alimentos,Dinheiro
M,14,B,1,0,215.2,4,46-50,Beleza,Dinheiro
M,0,C,3,0,668.01,1,18-25,Alimentos,Cartao_Credito
M,9,B,4,0,218.03,2,36-45,Esportes,PIX
M,2,B,1,1,373.59,2,0-17,Esportes,Cartao_Credito
M,15,A,3,1,433.04,3,46-50,Esportes,Boleto
F,2,B,2,1,349.23,3,26-35,Eletronicos,Boleto
F,13,A,1,1,151.97,5,26-35,Casa,Cartao_Debito
M,18,A,4,0,96.85,1,51-55,Beleza,Cartao_Credito
F,7,C,3,0,351.38,4,26-35,Brinquedos,Cartao_Credito
F,0,C,3,0,101.47,2,51-55,Eletronicos,Dinheiro
M,20,B,3,0,669.15,5,55+,Brinquedos,PIX
M,17,A,1,0,117.63,3,55+,Eletronicos,Dinheiro
F,1,B,3,0,419.04,1,18-25,Eletronicos,PIX
M,11,C,3,0,97.27,1,26-35,Casa,Cartao_Debito
M,9,C,3,0,407.37,2,26-35,Eletronicos,PIX
F,12,C,1,0,459.96,2,46-50,Casa,Dinheiro
F,3,A,2,0,112.85,4,26-35,Alimentos,PIX
F,5,A,0,0,218.49,3,26-35,Alimentos,PIX
F,3,A,0,1,216.87,5,26-35,Beleza,Cartao_Debito
M,15,A,4,0,308.0,4,18-25,Beleza,Dinheiro
M,14,A,4,0,290.6,5,46-50,Eletronicos,Cartao_Debito
M,7,A,4,1,97.22,4,26-35,Casa,Boleto
F,4,B,4,1,659.42,5,46-50,Eletronicos,Cartao_Credito
M,5,B,2,0,186.42,3,18-25,Alimentos,PIX
F,1,A,4,1,90.82,1,26-35,Alimentos,PIX
F,19,A,2,1,195.78,4,51-55,Alimentos,Dinheiro
M,13,A,1,1,263.31,5,46-50,Eletronicos,Dinheiro
M,3,C,3,0,185.98,5,18-25,Brinquedos,Cartao_Debito
M,19,A,2,0,79.09,4,55+,Alimentos,Boleto
M,14,A,0,0,35.11,3,26-35,Esportes,PIX
F,19,A,0,0,177.37,2,51-55,Alimentos,Boleto
M,8,B,0,0,317.76,2,26-35,Brinquedos,Cartao_Credito
M,3,A,3,0,77.52,2,0-17,Esportes,PIX
F,18,B,1,0,57.31,2,55+,Beleza,Dinheiro
M,13,C,1,0,198.9,5,26-35,Casa,PIX
F,3,C,0,0,265.89,5,18-25,Eletronicos,Dinheiro
F,2,C,0,1,275.86,2,0-17,Eletronicos,PIX
M,0,B,2,1,106.95,2,0-17,Esportes,PIX
F,3,B,1,0,205.97,5,18-25,Roupas,Cartao_Debito
M,15,A,1,0,777.67,3,46-50,Eletronicos,Cartao_Debito
